accuracy,acc_lo,acc_hi,balanced_accuracy,mcc,roc_auc,n,threshold,mode,year,family,task,model
0.6010928961748634,0.5409836065573771,0.6721311475409836,0.5870145631067961,0.17811831352161345,0.6059466019417477,183,0.518500066835214,walk_forward,2025,xgb,updown,stacked_arima_xgb
