mae,rmse,medae,mape,tolerance_accuracy,tolerance,n,mode,year,family,task,model
0.01691687379190493,0.022052199445991655,0.013536496489033212,0.4403951271557986,0.3901098901098901,0.01 PLN,182,walk_forward,2025,xgb,price,stacked_arima_xgb
