accuracy,acc_lo,acc_hi,balanced_accuracy,mcc,roc_auc,n,threshold,mode,year,family,task
0.45901639344262296,0.3879781420765027,0.5300546448087432,0.499878640776699,-0.0003169588825008189,0.5280339805825243,183,0.43999999999999995,walk,2025,rf,updown
